SKU,Scanned_OH_Count,Description,DRS Cost
S002401064,0,WD Dress Short,3.96
S002401129,0,MT LW Sweater,3.25
S002401175,0,MT LW Sweatshirt,4.55
S002401176,0,MT LW Sweatshirt,6.3
S002401181,0,WA Pants,2.4
S002401216,0,WD Dress Long / Jesse J,2.4
S002401245,0,WT T-Shirt L/S,3
S002401259,0,WT LW Sweater,1.25
S002401416,0,WA Pants  AsIs,2.4
S002401418,0,WA Pants,2.4
S002401420,0,WT T-Shirt,1.2
S002401494,0,W Boots Syn,16
S002401684,0,WA Pants,7
S002401686,0,WA Pants,3.6
S002401701,0,WT Long Sleeve / Black Brown,1.5
S002401725,0,WT HW Sweater/ BrownSnowman,2.13
S002401732,0,Jewelry / Green Bulb Earrings,0.6
S002401733,0,Jewelry / Red Flower Earrings,0.6
S002401734,0,Jewelry / Mistletoe Earrings,0.6
S002401735,0,Wallet / Green,4
S002401760,0,MB Denim,6.18
S002401807,0,WT Long Sleeve / Tan,1.5
S002401832,0,MB Denim,3
S002401866,0,WO Light,9.5
S002401879,0,Jewelry / SilverBelieve Bracelet,0.8
S002401883,0,Jewelry / GoldGreenSnowflake Bracelet,0.8
S002401884,0,Jewelry / GoldWhiteDeer Bracelet,0.8
S002401890,0,Jewelry / GoldBallHeart Bracelet,0.8
S002401912,0,Jewelry / Gold Ring,0.4
S002401958,0,WT Long Sleeve,3.6
S002401969,0,MT LW Sweatshirt,4.55
S002402061,0,MT T-Shirt,2.6
S002402107,0,Belt/darkbrown,2.4
S002402250,0,WT LW Cardigan/umgee,1.6
S002402305,0,WT LW Sweater,3.25
S002402358,0,Jewelry/necklace,0.8
S002402435,0,Jewelry,0.8
S002402436,0,Jewelry,1.5
S002402444,0,MT T-Shirt,1.8
S002402451,0,WB Denim,6.6
S002402477,0,MT T-Shirt,1.8
S002402501,0,M Athletic Shoe,22
S002402532,0,Jewelry/big gold hoops,1
S002402534,0,Jewelry/crown ring,1
S002402536,0,Jewelry/ silver ring,0.4
S002402548,0,Jewelry/ gold heart necklace,0.8
S002402600,0,WT Long Sleeve,1.5
S002402613,0,MT L Sleeve,1.8
S002402614,0,MT L Sleeve,2.4
S002402617,0,Baseball Hat/dog,2.4
S002402644,0,MT T-Shirt,1.07
S002402668,0,M Athletic Shoe,18
S002402695,0,Belt/cavanders,3.6
S002402704,0,MT T-Shirt,2.6
S002402729,0,Jewelry,0.8
S002402901,0,MT S Sleeve,2.4
S002402915,0,WA Long Sleeve,3.3
S002402929,0,WB Pants,3.9
S002402943,0,MB Pants,2.7
S002402996,0,MA Short Sleeve/OGIO,3.3
S002403008,0,WT LW Sweater/vest,2.4
S002403034,0,MB Pants,3.3
S002403049,0,MT S Sleeve,2.4
S002403081,0,MT S Sleeve,2.1
S002403090,0,MA Pants/asru,5.2
S002403240,0,MA Jacket,8.36
S002403257,0,W Boots Syn/solesociety,4.9
S002403286,0,WT Long Sleeve,2.4
S002403290,0,Purse Small,4
S002403404,0,Jewelry / Gem Bracelet,0.8
S002403405,0,Jewelry / Gem Bracelet,0.8
S002403406,0,Jewelry / Gem Bracelet,0.8
S002403407,0,Jewelry / Gem Bracelet,0.8
S002403408,0,Jewelry / Gem Bracelet,0.8
S002403411,0,Jewelry / Gem Bracelet,0.8
S002403412,0,WA Pants,7
S002403458,0,WB Skirt Long,2.4
S002403611,0,WT Long Sleeve,2.4
S002403615,0,MT T-Shirt L/S,1.8
S002403679,0,WT LW Sweatshirt,3.6
S002403729,0,WA Shorts,2.1
S002403741,0,WA Pants/Powersoft,3
S002403755,0,W Boots Syn,3.3
S002403761,0,WT Long Sleeve,4.55
S002403791,0,WT Long Sleeve,2.4
S002403828,0,WO Light,9.5
S002403832,0,Hat/younglife,1.6
S002403839,0,WA Short Sleeve,2.7
S002403843,0,WT Long Sleeve,3
S002403915,0,MT S Sleeve,1.25
S002403919,0,MO Light,4.55
S002403921,0,WT Long Sleeve,1.8
S002403944,0,WT Long Sleeve,1.5
S002403970,0,WT T-Shirt L/S,2.1
S002403980,0,MT T-Shirt,1.07
S002403986,0,WT Long Sleeve,2.4
S002403990,0,WD Romper,2.4
S002403996,0,Jewelry / Gold Ring,0.4
S002404015,0,WA Shorts/missposh/2pc,1.6
S002404043,0,WT Long Sleeve,2.4
S002404061,0,WB Shorts,2.4
S002404065,0,WT Long Sleeve,3
S002404067,0,WT LW Sweater / Cherry Koko,2.4
S002404069,0,WT LW Cardigan,4.62
S002404099,0,WB Skirt Long / Denim,1.8
S002404133,0,WT Long Sleeve,3.9
S002404165,0,MB Denim,3.9
S002404191,0,M Casual Shoe Leather/john,6.08
S002404215,0,Sports Bra,6.5
S002404261,0,WT Long Sleeve,2.4
S002404266,0,WT Long Sleeve,3.6
S002404275,0,WT Long Sleeve,2.4
S002404293,0,WT Long Sleeve,2.4
S002404305,0,WT Long Sleeve / Carly Jean,3
S002404358,0,Jewelry/heartbluegold,0.8
S002404396,0,MT T-Shirt/deathnote,1.8
S002404405,0,MT S Sleeve/rugby,2.1
S002404439,0,Jewelry / WildFable Earring Set,0.8
S002404505,0,WA Pants,4.2
S002404533,0,MA Pants,4.2
S002404546,0,WT Long Sleeve,1.5
S002404606,0,WA Pants,2.4
S002404792,0,WT HW Sweater,3
S002404904,0,WA Pants,10
S002404919,0,WT LW Sweatshirt/gildan,2.4
S002404973,0,WT Long Sleeve,2.4
S002404982,0,WB Denim,3.9
S002405023,0,WT Long Sleeve,1.5
S002405067,0,MT L Sleeve,2.4
S002405069,0,WT Long Sleeve,1.5
S002405094,0,M Athletic Shoe,5.6
S002405096,0,MO Denim,3.3
S002405109,0,WT Long Sleeve,3
S002405114,0,WD Dress Short,1.8
S002405173,0,Halloween Army,1.65
S002405187,0,WT Long Sleeve,4.55
S002405191,0,WA Pants,5.2
S002405210,0,WT Long Sleeve,2.4
S002405211,0,WD Dress Short,2.45
S002405244,0,WT Long Sleeve,3.25
S002405263,0,WA Pants,4.2
S002405266,0,WB Denim,3.9
S002405274,0,MT T-Shirt,2.6
S002405284,0,WA Tank,2.4
S002405291,0,MT Tank/Joker,0.6
S002405300,0,Hat orange and black/Callaway,2.4
S002405321,0,MB Denim,6.18
S002405327,0,WT Long Sleeve,3.9
S002405351,0,WB Skirt Short,2.6
S002405361,0,W Boots Syn,18
S002405368,0,WT T-Shirt L/S,2.1
S002405371,0,WD Dress Short,3.96
S002405382,0,WT Long Sleeve,3
S002405402,0,WT Long Sleeve,1.8
S002405404,0,WT Long Sleeve,3.6
S002405423,0,WB Skirt Long,3.9
S002405432,0,WB Pants,2.7
S002405505,0,WT T-Shirt L/S,1.8
S002405535,0,WT T-Shirt L/S,1.8
S002405627,0,Jewelry Z Necklace,0.8
S002405655,0,MO Light,4.2
S002405736,0,WA Shorts,3
S002405752,0,Jewelry / Gold Watch,0.8
S002405829,0,WA Jacket,2.4
S002405891,0,MA Short Sleeve,3
S002405893,0,MT T-Shirt,1.8
S002406002,0,WT T-Shirt / ELF,1.8
S002406014,0,WD Dress Short,4.62
S002406059,0,MA Long Sleeve,2.7
S002406174,0,WT Long Sleeve / Beverly&Beck,3
S002406176,0,WT Long Sleeve,3
S002406178,0,WA Shorts,3
S002406185,0,WT Long Sleeve / Black,1.5
S002406221,0,WT Long Sleeve,3.9
S002406233,0,WT Long Sleeve,2.4
S002406239,0,MA Long Sleeve,3.6
S002406256,0,WB Pants,3.9
S002406279,0,WT LW Sweatshirt,5.2
S002406286,0,WT LW Sweater,3.9
S002406292,0,MT T-Shirt / Selena,1.8
S002406302,0,WB Pants,3.3
S002406319,0,WT Long Sleeve,2.4
S002406323,0,WT T-Shirt L/S,1.8
S002406408,0,WD Dress Short,3.96
S002406415,0,WB Shorts,2.4
S002406416,0,WB Shorts,2.4
S002406423,0,WT Long Sleeve,4.55
S002406433,0,Jewelry/bracelet.,0.6
S002406444,0,WT Long Sleeve,2.4
S002406520,0,WD Jumpsuit,1.8
S002406620,0,WT LW Sweater,2.4
S002406623,0,WB Denim,4.8
S002406990,0,WA Tank,3.6
S002407011,0,WT T-Shirt L/S,1.8
S002407060,0,WO Light,9.5
S002407061,0,WT T-Shirt L/S,1.8
S002407066,0,WB Denim,4.8
S002407125,0,WT Long Sleeve,3
S002407158,0,WT Long Sleeve,1.5
S002407175,0,WT Long Sleeve/maddennyc,3
S002407231,0,WD Dress Short,4.62
S002407252,0,MB Denim,6.18
S002407265,0,WT Long Sleeve,3
S002407271,0,WT LW Sweater,3.9
S002407277,0,MT LW Sweatshirt,2.4
S002407282,0,WT Long Sleeve,3.25
S002407310,0,WT T-Shirt L/S,2.4
S002407328,0,Holiday/haloween ref,1.2
S002407357,0,MT T-Shirt Stars,3
S002407400,0,WT Long Sleeve,2.4
S002407416,0,WT LW Sweater,4.62
S002407495,0,WB Denim,3.9
S002407498,0,WT Long Sleeve,2.4
S002407504,0,WT Long Sleeve,3.6
S002407539,0,Purse Small,4
S002407642,0,WB S/S BodySuit,2.4
S002407676,0,WT T-Shirt L/S,2.1
S002407678,0,WT T-Shirt L/S,1.8
S002407679,0,WT Long Sleeve,2.4
S002407680,0,WT Long Sleeve/le lis,3
S002407682,0,WA Long Sleeve,3.3
S002407683,0,WT Long Sleeve,2.4
S002407697,0,WT Long Sleeve/marthea,3
S002407773,0,WA Short Sleeve,7.6
S002407777,0,M Athletic Shoe,11.4
S002407827,0,WA Short Sleeve,3.6
S002407830,0,WB Pants,4.5
S002407831,0,WT LW Sweater / Cardigan,2.4
S002407847,0,M Athletic Shoe / Blazer '77,11.4
S002407849,0,M Athletic Shoe / Boost,15.2
S002407854,0,WA Pants,5.85
S002407860,0,Jewelry,0.8
S002407861,0,Jewelry,0.8
S002407863,0,Jewelry,0.8
S002407867,0,Jewelry / Kate Spade,9.5
S002407884,0,WA Short Sleeve,2.7
S002407885,0,Sports Bra,1.5
S002407903,0,Hat,2.4
S002407944,0,WT Long Sleeve,3
S002407948,0,WT Long Sleeve,3
S002407954,0,WT Long Sleeve,2.4
S002407999,0,WT Long Sleeve,2.4
S002408009,0,WT T-Shirt L/S,2.1
S002408042,0,MT T-Shirt/looneytunes,1.8
S002408045,0,MT T-Shirt/rootswear,1.8
S002408064,0,WT Long Sleeve,2.4
S002408066,0,WT T-Shirt L/S/barbie,1.8
S002408068,0,WT Long Sleeve,3
S002408076,0,WT T-Shirt L/S,2.1
S002408088,0,WT Long Sleeve,1.5
S002408094,0,WT Long Sleeve,3
S002408095,0,WT Long Sleeve,3
S002408118,0,WT LW Sweater,3.9
S002408122,0,WT LW Sweater,3.9
S002408188,0,Ring/purple,0.8
S002408199,0,WT Long Sleeve,3
S002408221,0,WB Denim,6
S002408222,0,WT LW Sweater / Grey Pearl,2.4
S002408255,0,WA Shorts,3
S002408266,0,WT T-Shirt L/S,2.1
S002408293,0,WT Long Sleeve,3.9
S002408325,0,M Athletic Shoe / Gel-Kayano,13.3
S002408335,0,MO Denim / Nevstudio,3.3
S002408375,0,M Athletic Shoe,6.3
S002408378,0,WB Denim,4.8
S002408400,0,WT T-Shirt L/S,1.8
S002408485,0,WB Denim,6.5
S002408504,0,WA Shorts,3
S002408545,0,WT LW Sweater,3.9
S002408610,0,Hat,1
S002408620,0,MA Shorts,4.2
S002408621,0,MT T-Shirt,2.6
S002408662,0,Wallet / Brown,0.6
S002408686,0,WT T-Shirt,1.8
S002408731,0,WT LW Sweatshirt,3.6
S002408825,0,Jewelry/STUDS,0.6
S002408827,0,Jewelry/STUDS,0.6
S002408828,0,Jewelry/STUDS,0.6
S002408829,0,Jewelry/STUDS,0.6
S002408830,0,Jewelry/STUDS,0.6
S002408831,0,Jewelry/STUDS,0.6
S002408832,0,Jewelry/STUDS,0.6
S002408833,0,Jewelry/STUDS,0.6
S002408834,0,Jewelry/STUDS,0.6
S002408835,0,Jewelry/STUDS,0.6
S002408836,0,Jewelry/STUDS,0.6
S002408837,0,Jewelry/STUDS,0.6
S002408838,0,Jewelry/STUDS,0.6
S002408839,0,Jewelry/STUDS,0.6
S002408840,0,Jewelry/STUDS,0.6
S002408841,0,Jewelry/STUDS,0.6
S002408885,0,WT T-Shirt,1.8
S002408911,0,WT Long Sleeve / Heather,1.5
S002408917,0,MB Shorts,4.67
S002408964,0,Headband/Columbia,2.1
S002408985,0,MB Pants,7
S002409018,0,WT Long Sleeve,3.9
S002409023,0,WT Long Sleeve / SohoApparel,3
S002409032,0,WT Long Sleeve,2.4
S002409086,0,Jewelry(earrings),0.4
S002409087,0,Jewelry (ring),0.4
S002409101,0,WT T-Shirt L/S,3
S002409117,0,WT T-Shirt L/S,1.8
S002409171,0,MT T-Shirt,4.55
S002409176,0,MT T-Shirt,4.55
S002409187,0,M Athletic Shoe,17.1
S002409211,0,WT Long Sleeve,1.8
S002409227,0,WT Long Sleeve,3
S002409258,0,WT LW Sweater,3.25
S002409265,0,WT Long Sleeve,3.9
S002409267,0,WT Long Sleeve,3
S002409272,0,WA Pants,4.2
S002409314,0,WT Long Sleeve/beinour,1.8
S002409315,0,WT Long Sleeve,3
S002409331,0,WT LW Sweater,2.4
S002409332,0,WT Long Sleeve,3.25
S002409348,0,WT LW Sweater,3
S002409368,0,W Athletic Shoe,18
S002409384,0,WO Light,4.5
S002409389,0,WA Long Sleeve,3
S002409398,0,MA Pants,4.2
S002409416,0,WT Long Sleeve/newburycustom,2.4
S002409435,0,WA Shorts,2.97
S002409437,0,WA Pants,3.6
S002409442,0,WT Long Sleeve,1.5
S002409462,0,WT Long Sleeve,2.4
S002409466,0,MA Jacket,5.4
S002409528,0,WT T-Shirt L/S,1.8
S002409545,0,WT Long Sleeve,2.4
S002409547,0,WT Long Sleeve,2.4
S002409609,0,WT Long Sleeve,3
S002409614,0,WB Denim,5.85
S002409635,0,WT S Sleeve,1.8
S002409639,0,WT Long Sleeve,2.4
S002409650,0,WT Long Sleeve,3
S002409662,0,WB F/W BodySuit,2.1
S002409664,0,WT Long Sleeve,4.55
S002409666,0,WT Long Sleeve,3
S002409719,0,WT Long Sleeve,2.4
S002409722,0,WB Denim,6.5
S002409727,0,WT T-Shirt L/S,2.1
S002409732,0,WB Pants,4.5
S002409744,0,WT T-Shirt,1.8
S002409755,0,WT Long Sleeve,2.4
S002409768,0,Double Layer Socks,1.65
S002409781,0,W Boots Syn/maddennyc,4.9
S002409810,0,MB Denim,5.85
S002409813,0,WT T-Shirt L/S,2.4
S002409822,0,WT T-Shirt L/S,2.4
S002409887,0,Hat,1.6
S002409902,0,WT Long Sleeve,3.6
S002409903,0,WT Long Sleeve / Urban Flamingo,3
S002409904,0,WA Pants,2.4
S002409906,0,WB Pants,4.5
S002409933,0,MB Pants / Black12AM Nation,4.5
S002409934,0,MB Pants / Black12AM Nation,4.5
S002409937,0,MB Denim / TR,6.5
S002409943,0,MB Pants / White12AM Nation,4.5
S002409958,0,WB Pants / Stylive,2.7
S002409975,0,MB Shorts,4.67
S002410023,0,WT T-Shirt L/S,1.8
S002410027,0,WT Long Sleeve,3
S002410036,0,WT Long Sleeve,3.9
S002410048,0,WT Long Sleeve,4.55
S002410049,0,WT Long Sleeve,3
S002410077,0,WT Long Sleeve,3
S002410090,0,WT T-Shirt L/S,1.8
S002410094,0,WT Long Sleeve,3.9
S002410098,0,WB Shortalls,3
S002410101,0,WT Long Sleeve,2.4
S002410103,0,WT Long Sleeve,1.8
S002410112,0,WT Long Sleeve,2.4
S002410115,0,WT Long Sleeve,3
S002410166,0,WT Long Sleeve,1.5
S002410168,0,WT Long Sleeve,3
S002410223,0,WT T-Shirt L/S,1.8
S002410224,0,WT LW Sweater,1.87
S002410235,0,WT Long Sleeve,1.8
S002410284,0,WB Black,2
S002410300,0,MT S Sleeve,3.25
S002410303,0,MA Jacket / Lira,4.2
S002410323,0,WT T-Shirt L/S/jonesnewyork,1.33
S002410326,0,WT Long Sleeve/moamoa,1.5
S002410330,0,WT T-Shirt L/S/jungulz,1.8
S002410388,0,WT Long Sleeve,1.8
S002410399,0,WT Long Sleeve,3
S002410414,0,WT Long Sleeve,1.5
S002410418,0,WT LW Sweater,3.25
S002410424,0,MT T-Shirt,2.6
S002410439,0,Backpack/Camo,2.4
S002410465,0,WT T-Shirt L/S,2.1
S002410466,0,WT T-Shirt L/S,2.1
S002410518,0,WT T-Shirt,1.8
S002410564,0,WA Pants,4.2
S002410565,0,WB Denim/raggedpriest,5.94
S002410634,0,WA Shorts,2.97
S002410642,0,WT Long Sleeve,1.8
S002410646,0,WT Long Sleeve,1.8
S002410652,0,WT T-Shirt L/S,1.5
S002410654,0,WT T-Shirt L/S,1.33
S002410656,0,WT T-Shirt L/S,1.8
S002410672,0,WT T-Shirt L/S,1.8
S002410711,0,WT Long Sleeve/madofitis,2.4
S002410747,0,M Athletic Shoe/white,11.4
S002410765,0,WB Skirt Short,1.95
S002410792,0,WT Long Sleeve,2.4
S002410801,0,WT Long Sleeve,3.6
S002410810,0,WT Long Sleeve/blackknit,2.4
S002410816,0,WT T-Shirt L/S,1.8
S002410835,0,WT T-Shirt L/S,1.5
S002410836,0,WT Long Sleeve,3.25
S002410847,0,M Athletic Shoe,7.6
S002410873,0,WT LW Sweatshirt,1.8
S002410900,0,WT Long Sleeve,1.5
S002410905,0,WT T-Shirt/vertiche,2.1
S002410910,0,WT T-Shirt L/S/mixedthreads,2.1
S002410920,0,WB Skirt Short/vacodo,1.2
S002410933,0,Backpack,2.4
S002410963,0,MB Denim,8.4
S002410968,0,WT Long Sleeve,4.55
S002410973,0,WB F/W BodySuit,2.1
S002410980,0,WT T-Shirt L/S,2.4
S002411049,0,MA Short Sleeve,2.7
S002411094,0,WA Pants,3
S002411140,0,WT T-Shirt L/S,1.5
S002411147,0,WT Long Sleeve/recklesshearts,3
S002411153,0,Halloween Purse/trickortreat,1.25
S002411166,0,WT Long Sleeve,3
S002411202,0,WB Denim,6.5
S002411239,0,WT LW Sweater,3.25
S002411247,0,MT L Sleeve,4.55
S002411382,0,WT Long Sleeve,2.4
S002411405,0,WB Denim,3.9
S002411429,0,MT T-Shirt,2.4
S002411444,0,M Athletic Shoe,7.6
S002411493,0,WA Long Sleeve,2.1
S002411551,0,WT Long Sleeve,3
S002411562,0,WT T-Shirt L/S,3
S002411579,0,WD Dress Short / Pink Bunny,1.8
S002411643,0,WT Long Sleeve,3
S002411675,0,WT T-Shirt L/S,3
S002411678,0,WT Long Sleeve,3.6
S002411700,0,WT T-Shirt L/S,1.33
S002411711,0,WT T-Shirt L/S,1.8
S002411719,0,WT T-Shirt L/S,2.1
S002411731,0,WT T-Shirt L/S,2.1
S002411757,0,WT LW Sweater,3.25
S002411758,0,WT T-Shirt L/S,1.8
S002411787,0,WT T-Shirt L/S,2.4
S002411792,0,WD Dress Short,2.45
S002411796,0,MT LW Sweater,3.25
S002411831,0,MB Shorts,3.9
S002411839,0,Jewelry/tinyman+,0.8
S002411840,0,Jewelry/moon,0.8
S002411843,0,Jewelry/butterflies,0.8
S002411850,0,WT Long Sleeve,2.4
S002411889,0,MT T-Shirt,2.1
S002411891,0,WT T-Shirt L/S,1.8
S002411985,0,WA Tank,1.6
S002412086,0,WB Pants,3.9
S002412158,0,WB Pants,4.5
S002412192,0,MT T-Shirt/halloween,1.8
S002412229,0,W Boots Syn/target,4.9
S002412288,0,Socks/greybluestripes,0.8
S002412317,0,W Athletic Shoe/redcomfortwear,4.2
S002412354,0,WA Jacket,1.8
S002412360,0,WA Long Sleeve,3.3
S002412361,0,WD Dress Short,2.45
S002412421,0,W Casual Shoe Syn,4.2
S002412512,0,Wallet / Pink Heart,4
S002412584,0,WA Pants,4.5
S002412596,0,MT LW Sweater/acutabove,2.6
S002412620,0,MT T-Shirt,1.8
S002412695,0,WA Short Sleeve,6.84
S002412721,0,Jewelry,2
S002412722,0,Jewelry,2
S002412724,0,WT LW Sweatshirt,2.4
S002412837,0,W Athletic Shoe / Grey Blue,6.84
S002412893,0,1 Pearl Hairclip,0.9
S002412903,0,WD Dress Short / BuddyLove,4.55
S002412910,0,WO Light,7.22
S002412952,0,MA Pants,3.6
S002413002,0,WO Light,9.5
S002413007,0,W Athletic Shoe,7.6
S002413009,0,W Athletic Shoe,7.6
S002413016,0,WT LW Sweater,2.4
S002413061,0,WD Dress Short,2.45
S002413065,0,WD Dress Short,2.45
S002413081,0,WO Light,5.2
S002413119,0,MA Tank,3
S002413169,0,MT S Sleeve,2.1
S002413175,0,MO Light,4.5
S002413192,0,MT T-Shirt/intotheair,1.5
S002413255,0,MA Pants,5.85
S002413274,0,WT T-Shirt L/S,2.4
S002413292,0,WT HW Sweater,4.55
S002413329,0,M Athletic Shoe,11.4
S002413358,0,WT S Sleeve,2.4
S002413368,0,MT L Sleeve,2.4
S002413469,0,boxer short Lips,0.9
S002413476,0,WD Dress Long,8.8
S002413482,0,Skims,1.65
S002413495,0,WB Pants,3.9
S002413497,0,WT T-Shirt L/S Black,1.33
S002413519,0,MA Pants,3
S002413526,0,WB Shorts,3
S002413527,0,WA Shorts/2 pc,2.1
S002413537,0,Scarf,0.8
S002413550,0,W Athletic Shoe,6.08
S002413556,0,WA Pants,7
S002413621,0,MT LW Sweatshirt,3.25
S002413624,0,WB Skirt Short,1.65
S002413662,0,MA Pants,5.2
S002413690,0,M Athletic Shoe,5.6
S002413720,0,MB Khaki,4.2
S002413745,0,Jewelry/bracelet,0.6
S002413775,0,MT LW Sweatshirt,6.3
S002413809,0,Necklace/SilverHeart,1.5
S002413811,0,Earrings/silverhoop,0.8
S002413822,0,Earrings/Goldheart,0.8
S002413828,0,WT Long Sleeve,3
S002413840,0,Necklace/beads,0.8
S002413981,0,WT LW Cardigan / White Bug,2.4
S002414012,0,WO Light,2.7
S002414023,0,MB Pants,4.2
S002414025,0,WT T-Shirt/bowie,1.8
S002414027,0,MT T-Shirt,2.7
S002414028,0,WT T-Shirt L/S/AS IS,2.1
S002414032,0,Sports Bra/blackribbed,1.8
S002414034,0,WA Shorts/tealribbed,2.1
S002414042,0,WT LW Sweater,3
S002414088,0,WT Long Sleeve,2.4
S002414096,0,WT T-Shirt L/S,1.8
S002414115,0,WT Long Sleeve,1.5
S002414118,0,WT T-Shirt L/S/mintpink,2.1
S002414173,0,W Casual Shoe Syn,2.8
S002414224,0,WT S Sleeve/vintage/brightlights,1.8
S002414270,0,WT T-Shirt L/S/HarryPotter,2.1
S002414299,0,WT Long Sleeve/maddennyc,3
S002414300,0,WT Long Sleeve,2.4
S002414332,0,WO Light,2.7
S002414337,0,WT Long Sleeve,2.4
S002414338,0,WT Long Sleeve,2.4
S002414344,0,MT T-Shirt,1.5
S002414357,0,WT Long Sleeve,2.4
S002414359,0,Sports Bra,4.2
S002414401,0,WA Tank,3
S002414407,0,Earrings/crystaltree,1.5
S002414416,0,W Boots Syn,6.84
S002414423,0,WT T-Shirt L/S,1.33
S002414430,0,WB Skirt Long,3
S002414432,0,WD Dress Long,6.84
S002414440,0,Necklace/goldchains,5.28
S002414451,0,WD Dress Long/floerns,4.55
S002414452,0,WT Long Sleeve,2.4
S002414457,0,WT Long Sleeve,1.8
S002414463,0,W Dress Shoe Syn,2.67
S002414496,0,MT T-Shirt/baseball,1.5
S002414561,0,Keychain,3.5
S002414578,0,WT T-Shirt L/S,1.8
S002414585,0,WT T-Shirt L/S,1.8
S002414609,0,WT Long Sleeve,2.4
S002414611,0,WT Long Sleeve,2.4
S002414615,0,MA Short Sleeve,2.7
S002414645,0,WT Long Sleeve,2.4
S002414663,0,WT T-Shirt L/S,2.4
S002414671,0,WT T-Shirt L/S,1.8
S002414678,0,WT Long Sleeve,2.4
S002414693,0,WA Long Sleeve,3.3
S002414702,0,WT T-Shirt L/S,1.8
S002414706,0,WT LW Sweater/gingerbreadponcho,3.25
S002414711,0,WT Long Sleeve,2.4
S002414716,0,WT T-Shirt L/S,1.8
S002414781,0,W Boots Syn,4.2
S002414787,0,WT Long Sleeve,2.4
S002414830,0,WT Long Sleeve,2.4
S002414840,0,MT T-Shirt,1.07
S002414889,0,WT Long Sleeve,2.4
S002414892,0,WB Denim,4.8
S002414894,0,WB Denim,3.9
S002414907,0,WT Long Sleeve/jojana,3
S002414908,0,WT Long Sleeve,2.4
S002414922,0,WT Long Sleeve,1.8
S002414943,0,WT Long Sleeve,1.8
S002414999,0,WT T-Shirt L/S,2.1
S002415050,0,WT Long Sleeve,4.55
S002415058,0,WT S Sleeve,1.07
S002415069,0,Scarf,0.8
S002415081,0,WT T-Shirt,1.2
S002415084,0,WT Long Sleeve,2.4
S002415086,0,WT Long Sleeve,3.9
S002415098,0,WT Long Sleeve,3.9
S002415100,0,WT T-Shirt L/S,1.8
S002415143,0,WD Dress Long,5.6
S002415163,0,WT Long Sleeve,3
S002415172,0,W Casual Shoe Syn/balera,2.8
S002415186,0,WT Long Sleeve/stylerack,3.6
S002415187,0,WT Long Sleeve/stylerack,3.6
S002415188,0,WT Long Sleeve/stylerack,3.6
S002415189,0,WT Long Sleeve/stylerack,3.6
S002415190,0,WT Long Sleeve/stylerack,3.6
S002415205,0,Hat/LA,2.4
S002415218,0,Sports Bra,1.8
S002415225,0,WT Long Sleeve,1.8
S002415252,0,MT T-Shirt/sergiotacchini,2.4
S002415265,0,WO Light / AsIs,4.5
S002415266,0,WT Long Sleeve,1.8
S002415270,0,WT Long Sleeve,2.4
S002415274,0,WT T-Shirt L/S,3
S002415328,0,WA Pants,10
S002415343,0,WT LW Sweater,4.55
S002415374,0,Sports Bra,3
S002415387,0,WT Long Sleeve,2.4
S002415388,0,WT T-Shirt L/S,2.4
S002415393,0,MB Pants,3.9
S002415396,0,WT T-Shirt L/S,2.4
S002415406,0,WT T-Shirt L/S,2.4
S002415414,0,WA Shorts,3
S002415420,0,MO Light,4.2
S002415437,0,WT T-Shirt L/S,1.8
S002415442,0,WT T-Shirt L/S,2.4
S002415467,0,WB Denim,4.8
S002415471,0,MT T-Shirt,1.8
S002415476,0,MA Shorts,4.2
S002415478,0,MA Shorts,1.8
S002415480,0,WA Shorts,2.97
S002415493,0,MT LW Sweater,3.25
S002415517,0,WA Short Sleeve,6
S002415531,0,WT T-Shirt L/S,2.1
S002415532,0,WT T-Shirt L/S,1.8
S002415541,0,WT LW Sweatshirt,5.2
S002415576,0,WT T-Shirt L/S,1.8
S002415612,0,MT T-Shirt L/S,2.6
S002415622,0,MB Pants,3.9
S002415639,0,WT T-Shirt L/S/exist,2.1
S002415648,0,WA Tank,3.3
S002415650,0,WT Long Sleeve,2.4
S002415684,0,WT Long Sleeve,1.8
S002415728,0,WT T-Shirt L/S/a.lab,2.1
S002415734,0,WT Long Sleeve,1.8
S002415745,0,W Athletic Shoe,13.3
S002415794,0,MT L Sleeve,3
S002415826,0,MO Light,3.9
S002415827,0,MO Light/as is,4.2
S002415828,0,MT LW Sweater,3.25
S002415829,0,MT LW Sweater,3.25
S002415830,0,MT S Sleeve,2.1
S002415832,0,MT L Sleeve,3.9
S002415833,0,MT T-Shirt L/S,1.8
S002415834,0,MA Pants,5.2
S002415835,0,MB Pants,4.2
S002415837,0,MA Jacket,5.4
S002415838,0,MA Pants,5.2
S002415839,0,MA Pants,4.2
S002415865,0,MO Light,3.3
S002415925,0,MA Pants,5.2
S002415926,0,MA Jacket,5.4
S002415927,0,MA Pants,5.2
S002415928,0,MB Pants,4.2
S002415933,0,MT S Sleeve,2.1
S002415935,0,MT LW Sweater,3.25
S002415936,0,MO Light/asis,4.2
S002415937,0,MO Light,3.9
S002415941,0,WB Pants/nakedwardrobe,3.9
S002415942,0,WB Pants/white,3.9
S002415944,0,WB Skirt Long/nakedwardobe,3
S002415946,0,WA Pants,3
S002415947,0,WT T-Shirt,1.5
S002415949,0,WT LW Sweatshirt,5.2
S002415950,0,MT T-Shirt,2.6
S002415952,0,WB Denim,3.9
S002415953,0,WT Long Sleeve/tan,3
